Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-1526050,2022,3,2022-07-01,2022-08-17,10,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1526050,2022,3,2022-07-01,2022-09-19,8,5,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1453250,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1453250,2022,2,2022-04-01,2022-06-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1453250,2022,2,2022-04-01,2022-06-16,9,5,Once a Month,5,4,I am able to report everything easily
CRM-1462250,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1462250,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1462250,2022,2,2022-04-01,2022-05-17,8,4,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1462250,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,4,,I am able to report everything easily
CRM-1462250,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,4,,I am able to report everything easily
CRM-1462250,2022,2,2022-04-01,2022-05-10,7,3,Once a Day,3,4,I tried but could not find everything I need
CRM-1462250,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,3,4,I am able to report everything easily
CRM-1462250,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,3,4,I am able to report everything easily
CRM-176450,2022,2,2022-04-01,2022-06-29,9,5,Once a Month,4,5,I don't use it often
CRM-176450,2022,2,2022-04-01,2022-04-18,4,3,Once a Day,4,4,I tried but could not find everything I need
CRM-176450,2022,2,2022-04-01,2022-06-29,9,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-176450,2022,3,2022-07-01,2022-09-05,5,3,Once a Day,4,4,I tried but could not find everything I need
CRM-176450,2022,2,2022-04-01,2022-06-29,9,5,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-157000,2022,3,2022-07-01,2022-09-30,7,4,Once a Week,3,3,I tried but could not find everything I need
CRM-1521150,2022,3,2022-07-01,2022-09-30,8,4,Once a Month,4,4,I don't use it often
CRM-1521150,2022,3,2022-07-01,2022-08-26,4,3,Once a Week,2,1,I am able to report everything easily
CRM-165750,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-165750,2022,2,2022-04-01,2022-06-06,10,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-165750,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-165750,2022,1,2022-01-01,2022-02-01,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-165750,2022,2,2022-04-01,2022-06-07,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-226150,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,1,I don't use it often
CRM-1525250,2022,3,2022-07-01,2022-09-28,2,2,Once a Day,2,2,I don't use it often
CRM-1525250,2022,3,2022-07-01,2022-09-26,5,3,Once a Day,3,3,I am able to report everything easily
CRM-164850,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,4,I don't use it often
CRM-164850,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I don't use it often
CRM-164850,2022,3,2022-07-01,2022-09-29,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-164850,2022,2,2022-04-01,2022-06-29,8,4,Once a Month,4,4,I don't use it often
CRM-164850,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,,I am able to report everything easily
CRM-164850,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,,I am able to report everything easily
CRM-164850,2022,2,2022-04-01,2022-06-21,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-164850,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4,I am able to report everything easily
CRM-164850,2022,3,2022-07-01,2022-09-29,9,5,Once a Day,5,5,I am able to report everything easily
CRM-164850,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,3,I don't use it often
CRM-606900,2022,2,2022-04-01,2022-04-20,9,5,Once a Day,5,5,I am able to report everything easily
CRM-606900,2022,3,2022-07-01,2022-07-05,9,5,Once a Day,4,5,I am able to report everything easily
CRM-606900,2022,3,2022-07-01,2022-08-05,9,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-606900,2022,3,2022-07-01,2022-09-05,9,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-606900,2022,2,2022-04-01,2022-06-08,9,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-606900,2022,3,2022-07-01,2022-08-26,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-983600,2022,2,2022-04-01,2022-06-23,8,4,Once a Day,4,3,I tried but could not find everything I need
CRM-983600,2022,1,2022-01-01,2022-03-29,10,5,Once a Day,5,4,I don't use it often
CRM-983600,2022,2,2022-04-01,2022-06-13,9,5,Once a Day,5,5,I don't use it often
CRM-983600,2022,3,2022-07-01,2022-09-01,8,4,Once a Day,4,3,I don't use it often
CRM-1509750,2022,1,2022-01-01,2022-03-21,4,3,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-1509750,2022,3,2022-07-01,2022-08-30,5,3,Once a Week,3,3,I don't use it often
CRM-1482550,2022,2,2022-04-01,2022-06-14,7,5,Once a Week,4,4,I am able to report everything easily
CRM-1482550,2022,3,2022-07-01,2022-09-28,9,4,Once a Week,1,2,"I can pull all the numbers, but don't understand them"
CRM-1482550,2022,2,2022-04-01,2022-06-23,7,4,Once a Week,4,3,I am able to report everything easily
CRM-1467650,2022,1,2022-01-01,2022-03-31,8,4,Once a Week,4,,I am able to report everything easily
CRM-1467650,2022,3,2022-07-01,2022-07-08,6,3,Once a Week,4,4,I am able to report everything easily
CRM-1467650,2022,1,2022-01-01,2022-03-31,9,5,Once a Day,5,5,I am able to report everything easily
CRM-499900,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-499900,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-499900,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5,I don't use it often
CRM-499900,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,5,5,I tried but could not find everything I need
CRM-499900,2022,3,2022-07-01,2022-09-14,8,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1444700,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1444700,2022,3,2022-07-01,2022-08-17,8,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-1444700,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1460700,2022,3,2022-07-01,2022-09-27,7,4,Once a Week,3,4,"I can pull all the numbers, but don't understand them"
CRM-1460700,2022,1,2022-01-01,2022-03-01,8,3,Once a Week,4,4,I don't use it often
CRM-1460700,2022,1,2022-01-01,2022-03-21,8,3,Once a Week,4,4,I don't use it often
CRM-1460700,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,4,4,I am able to report everything easily
CRM-276400,2022,2,2022-04-01,2022-05-05,6,3,Once a Week,3,4,I am able to report everything easily
CRM-1499000,2022,2,2022-04-01,2022-06-10,10,5,Once a Day,5,5,I tried but could not find everything I need
CRM-1499000,2022,3,2022-07-01,2022-09-02,10,4,Once a Week,5,4,I tried but could not find everything I need
CRM-1499000,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1499000,2022,2,2022-04-01,2022-06-01,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1499000,2022,3,2022-07-01,2022-09-03,9,4,Once a Day,5,5,I am able to report everything easily
CRM-1499000,2022,3,2022-07-01,2022-09-02,8,4,Once a Month,4,4,I don't use it often
CRM-1470050,2022,2,2022-04-01,2022-06-16,5,3,Once a Week,3,4,I am able to report everything easily
CRM-1470050,2022,3,2022-07-01,2022-09-14,5,3,Once a Week,4,3,I tried but could not find everything I need
CRM-1470050,2022,3,2022-07-01,2022-09-26,7,4,Once a Week,4,4,I am able to report everything easily
CRM-1470050,2022,3,2022-07-01,2022-09-06,7,3,Once a Day,4,4,I am able to report everything easily
CRM-715900,2022,2,2022-04-01,2022-06-28,8,5,Once a Week,4,4,I tried but could not find everything I need
CRM-1503000,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,0,4,I am able to report everything easily
CRM-1503000,2022,2,2022-04-01,2022-06-06,7,4,Once a Week,4,3,I tried but could not find everything I need
CRM-1503000,2022,3,2022-07-01,2022-09-21,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1503000,2022,2,2022-04-01,2022-06-08,7,3,Once a Month,3,4,I am able to report everything easily
CRM-1503000,2022,3,2022-07-01,2022-07-17,7,3,Once a Month,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1445750,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,4,3,I tried but could not find everything I need
CRM-1445750,2022,3,2022-07-01,2022-08-05,7,3,Once a Month,4,3,I am able to report everything easily
CRM-1445750,2022,3,2022-07-01,2022-07-28,9,3,Once a Week,3,4,I am able to report everything easily
CRM-160300,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160300,2022,3,2022-07-01,2022-08-11,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-160300,2022,1,2022-01-01,2022-03-30,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1477350,2022,1,2022-01-01,2022-03-01,8,3,Once a Day,3,4,I don't use it often
CRM-1477350,2022,1,2022-01-01,2022-03-21,8,3,Once a Day,3,4,I don't use it often
CRM-1477350,2022,2,2022-04-01,2022-06-30,9,4,Once a Day,4,4,I don't use it often
CRM-1477350,2022,3,2022-07-01,2022-09-01,9,4,Once a Day,4,4,I don't use it often
CRM-1517700,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,2,I tried but could not find everything I need
CRM-1459100,2022,2,2022-04-01,2022-06-14,8,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,3,2022-07-01,2022-08-12,9,5,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,1,2022-01-01,2022-02-01,7,4,Once a Day,4,4,I don't use it often
CRM-1459100,2022,2,2022-04-01,2022-05-09,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,3,2022-07-01,2022-08-11,9,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,2,2022-04-01,2022-05-09,8,4,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1459100,2022,3,2022-07-01,2022-08-10,8,4,Once a Week,4,4,I don't use it often
CRM-1493300,2022,3,2022-07-01,2022-09-24,8,4,Once a Month,4,4,I don't use it often
CRM-1493300,2022,3,2022-07-01,2022-09-23,6,3,Once a Week,3,3,I need someone from Insider team to provide me the report from the panel
CRM-631850,2022,3,2022-07-01,2022-09-23,9,5,Once a Day,5,5,I am able to report everything easily
CRM-631850,2022,3,2022-07-01,2022-09-29,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1449400,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5,I am able to report everything easily
CRM-172100,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,3,I don't use it often
CRM-172100,2022,3,2022-07-01,2022-08-05,10,5,Once a Day,5,3,I tried but could not find everything I need
CRM-172100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-172100,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-172100,2022,3,2022-07-01,2022-09-27,9,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-615000,2022,2,2022-04-01,2022-04-18,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1478500,2022,1,2022-01-01,2022-03-01,7,4,Once a Week,4,4,I am able to report everything easily
CRM-1478500,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,4,I am able to report everything easily
CRM-1495500,2022,1,2022-01-01,2022-03-21,6,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1495500,2022,2,2022-04-01,2022-05-31,7,3,Once a Day,3,4,I need someone from Insider team to provide me the report from the panel
CRM-1495500,2022,3,2022-07-01,2022-09-20,10,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1495500,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1495500,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1495500,2022,2,2022-04-01,2022-06-22,6,3,Once a Week,4,3,I am able to report everything easily
CRM-1495500,2022,3,2022-07-01,2022-09-13,7,4,Once a Week,4,4,I am able to report everything easily
CRM-1242200,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1242200,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1242200,2022,2,2022-04-01,2022-05-11,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1242200,2022,2,2022-04-01,2022-05-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1242200,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1242200,2022,2,2022-04-01,2022-05-11,7,3,Once a Day,4,4,I don't use it often
CRM-1242200,2022,2,2022-04-01,2022-05-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1242200,2022,3,2022-07-01,2022-07-27,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1455300,2022,1,2022-01-01,2022-03-29,2,2,Once a Day,2,2,"I can pull all the numbers, but don't understand them"
CRM-1455300,2022,2,2022-04-01,2022-06-13,8,4,Once a Week,4,3,I am able to report everything easily
CRM-1455300,2022,3,2022-07-01,2022-09-20,8,4,Once a Month,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1455300,2022,2,2022-04-01,2022-04-15,6,4,Once a Day,3,2,"I can pull all the numbers, but don't understand them"
CRM-1455300,2022,3,2022-07-01,2022-09-19,9,4,Once a Day,4,3,I tried but could not find everything I need
CRM-289850,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-289850,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5,I am able to report everything easily
CRM-289850,2022,2,2022-04-01,2022-06-02,8,4,Once a Month,4,4,I am able to report everything easily
CRM-289850,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1453900,2022,2,2022-04-01,2022-06-03,8,4,Once a Day,4,4,I don't use it often
CRM-1453900,2022,3,2022-07-01,2022-09-08,8,4,Once a Day,3,3,I tried but could not find everything I need
CRM-1453900,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,4,4,I don't use it often
CRM-1453900,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,4,4,I don't use it often
CRM-1453900,2022,2,2022-04-01,2022-05-31,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1453900,2022,3,2022-07-01,2022-07-06,9,4,Once a Day,4,4,I don't use it often
CRM-1451200,2022,2,2022-04-01,2022-04-01,4,4,Once a Day,3,4,I am able to report everything easily
CRM-1451200,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,3,I tried but could not find everything I need
CRM-1451200,2022,3,2022-07-01,2022-08-29,8,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1451200,2022,2,2022-04-01,2022-04-25,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1451200,2022,3,2022-07-01,2022-08-29,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1476750,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1476750,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1476750,2022,3,2022-07-01,2022-09-13,7,4,Once a Day,3,3,I tried but could not find everything I need
CRM-1476750,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-203250,2022,1,2022-01-01,2022-02-01,7,3,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-203250,2022,1,2022-01-01,2022-03-30,6,3,Once a Week,3,2,"I can pull all the numbers, but don't understand them"
CRM-203250,2022,2,2022-04-01,2022-06-29,7,4,Once a Week,3,3,I am able to report everything easily
CRM-203250,2022,2,2022-04-01,2022-04-20,7,4,Once a Month,3,4,"I can pull all the numbers, but don't understand them"
